ano,departamento,municipio,area_sembrada_ha,area_cosechada_ha,produccion_ton,rendimiento_ton_ha,precipitacion_mm,temperatura_c,rendimiento_lag1,rendimiento_lag2,rendimiento_media_movil_3y,tendencia_rendimiento_3y,precipitacion_total_mm,anomalia_precipitacion,anomalia_temperatura,ratio_area_cosechada_sembrada,fuente
2024,MAGDALENA,MAGDALENA-M1,742.2,712.6,674.1,0.946,1639.9,20.65,1.007,0.799,0.9283333333333332,0.009333333333333305,1639.9,31.26666666666688,0.168333333333333,0.9601185664241444,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,MAGDALENA,MAGDALENA-M2,1138.1,996.0,1089.4,1.094,1833.0,20.66,1.275,,1.275,,1833.0,224.3666666666668,0.17833333333333456,0.8751427818293648,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,MAGDALENA,MAGDALENA-M2,1162.9,1066.4,1014.7,0.952,1808.1,20.01,1.094,1.275,1.1844999999999999,,1808.1,199.4666666666667,-0.471666666666664,0.9170178003267693,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,MAGDALENA,MAGDALENA-M2,986.5,859.2,884.1,1.029,1313.0,20.28,0.952,1.094,1.107,-0.10766666666666665,1313.0,-295.6333333333332,-0.20166666666666444,0.8709579320831222,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,MAGDALENA,MAGDALENA-M2,1077.4,931.9,870.4,0.934,1712.1,20.26,1.029,0.952,1.0250000000000001,-0.021666666666666723,1712.1,103.4666666666667,-0.22166666666666401,0.8649526638203081,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,MAGDALENA,MAGDALENA-M2,1128.4,959.4,1126.7,1.174,1639.9,20.65,0.934,1.029,0.9716666666666667,-0.005999999999999968,1639.9,31.26666666666688,0.168333333333333,0.8502304147465437,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,CALDAS,MANIZALES,546.3,468.9,530.3,1.131,2553.0,19.76,1.101,,1.101,,2553.0,-47.0333333333333,0.11166666666666814,0.8583196046128501,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,CALDAS,MANIZALES,528.7,510.9,570.2,1.116,2388.5,20.47,1.131,1.101,1.116,,2388.5,-211.5333333333333,0.8216666666666654,0.9663325137128805,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,CALDAS,MANIZALES,528.1,515.4,555.8,1.078,2723.6,19.68,1.116,1.131,1.1159999999999999,0.005000000000000042,2723.6,123.5666666666666,0.03166666666666629,0.9759515243325126,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,CALDAS,MANIZALES,541.2,486.9,578.6,1.188,2603.8,19.64,1.078,1.116,1.1083333333333334,-0.017666666666666647,2603.8,3.766666666666879,-0.00833333333333286,0.8996674057649666,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,CALDAS,MANIZALES,558.1,510.9,558.6,1.093,2586.4,19.15,1.188,1.078,1.1273333333333333,0.02399999999999995,2586.4,-13.633333333333212,-0.49833333333333485,0.9154273427701128,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,META,META-M1,486.0,462.8,455.1,0.983,1809.6,20.4,0.832,,0.832,,1809.6,104.2833333333333,-0.013333333333335418,0.9522633744855967,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,META,META-M1,496.0,461.0,362.9,0.787,1771.5,20.89,0.983,0.832,0.9075,,1771.5,66.1833333333334,0.47666666666666657,0.9294354838709677,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,META,META-M1,465.1,395.9,368.8,0.932,1659.9,21.26,0.787,0.983,0.8673333333333333,-0.014999999999999977,1659.9,-45.416666666666515,0.8466666666666676,0.851214792517738,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,META,META-M1,510.2,480.9,384.2,0.799,1440.5,19.57,0.932,0.787,0.9006666666666666,-0.016999999999999977,1440.5,-264.8166666666666,-0.8433333333333337,0.9425715405723245,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,META,META-M1,467.2,421.1,402.3,0.955,1892.3,20.6,0.799,0.932,0.8393333333333334,0.0040000000000000036,1892.3,186.98333333333335,0.18666666666666742,0.9013270547945206,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,META,META-M2,556.8,531.0,610.1,1.149,1809.6,20.4,1.481,,1.481,,1809.6,104.2833333333333,-0.013333333333335418,0.9536637931034484,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,META,META-M2,576.8,558.8,694.9,1.244,1771.5,20.89,1.149,1.481,1.315,,1771.5,66.1833333333334,0.47666666666666657,0.9687933425797504,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,META,META-M2,547.3,496.2,731.7,1.475,1659.9,21.26,1.244,1.149,1.2913333333333334,-0.07900000000000003,1659.9,-45.416666666666515,0.8466666666666676,0.9066325598392108,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,META,META-M2,563.9,516.5,558.3,1.081,1440.5,19.57,1.475,1.244,1.2893333333333332,0.10866666666666669,1440.5,-264.8166666666666,-0.8433333333333337,0.9159425430040787,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,META,META-M2,559.6,519.1,562.6,1.084,1892.3,20.6,1.081,1.475,1.2666666666666668,-0.054333333333333345,1892.3,186.98333333333335,0.18666666666666742,0.927626876340243,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,CAUCA,MORALES,687.8,584.7,535.8,0.916,1854.6,21.35,0.909,,0.909,,1854.6,92.7833333333333,1.3683333333333358,0.8501017737714454,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,CAUCA,MORALES,667.1,573.6,542.2,0.945,1795.5,19.14,0.916,0.909,0.9125000000000001,,1795.5,33.683333333333394,-0.841666666666665,0.8598411032828661,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,CAUCA,MORALES,666.3,626.7,461.8,0.737,1633.5,19.95,0.945,0.916,0.9233333333333333,0.011999999999999974,1633.5,-128.3166666666666,-0.03166666666666629,0.940567312021612,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,CAUCA,MORALES,654.3,572.1,517.4,0.904,1988.7,20.6,0.737,0.945,0.866,-0.05966666666666668,1988.7,226.88333333333344,0.6183333333333358,0.8743695552498855,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,CAUCA,MORALES,622.2,559.9,496.8,0.887,1661.8,19.38,0.904,0.737,0.8620000000000001,-0.013666666666666641,1661.8,-100.01666666666665,-0.6016666666666666,0.8998714239794278,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,NORTE DE SANTANDER,NORTE DE SANTANDER-M1,1115.5,967.2,741.9,0.767,1538.0,20.51,0.726,,0.726,,1538.0,-191.83333333333326,0.16166666666666885,0.8670551322277006,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,NORTE DE SANTANDER,NORTE DE SANTANDER-M1,1024.4,876.4,721.5,0.823,1705.8,20.04,0.767,0.726,0.7464999999999999,,1705.8,-24.033333333333303,-0.30833333333333357,0.8555251854744239,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,NORTE DE SANTANDER,NORTE DE SANTANDER-M1,1040.2,893.4,659.7,0.738,1757.3,21.23,0.823,0.767,0.7719999999999999,0.032333333333333325,1757.3,27.466666666666697,0.8816666666666677,0.8588732935973851,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,NORTE DE SANTANDER,NORTE DE SANTANDER-M1,1084.1,966.1,788.7,0.816,1687.2,20.13,0.738,0.823,0.7759999999999999,-0.009666666666666676,1687.2,-42.63333333333321,-0.2183333333333337,0.8911539525873998,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,NORTE DE SANTANDER,NORTE DE SANTANDER-M1,1194.4,1031.4,913.0,0.885,1848.2,20.07,0.816,0.738,0.7923333333333332,-0.0023333333333333353,1848.2,118.36666666666679,-0.27833333333333243,0.8635298057602143,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,NORTE DE SANTANDER,NORTE DE SANTANDER-M2,499.3,446.1,495.4,1.11,1538.0,20.51,0.947,,0.947,,1538.0,-191.83333333333326,0.16166666666666885,0.8934508311636291,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,NORTE DE SANTANDER,NORTE DE SANTANDER-M2,448.2,416.0,472.5,1.136,1705.8,20.04,1.11,0.947,1.0285,,1705.8,-24.033333333333303,-0.30833333333333357,0.9281570727353861,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,NORTE DE SANTANDER,NORTE DE SANTANDER-M2,506.4,445.8,491.2,1.102,1757.3,21.23,1.136,1.11,1.0643333333333334,0.06299999999999999,1757.3,27.466666666666697,0.8816666666666677,0.8803317535545024,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,NORTE DE SANTANDER,NORTE DE SANTANDER-M2,454.5,399.5,416.2,1.042,1687.2,20.13,1.102,1.136,1.1159999999999999,-0.002666666666666669,1687.2,-42.63333333333321,-0.2183333333333337,0.878987898789879,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,NORTE DE SANTANDER,NORTE DE SANTANDER-M2,500.1,487.9,600.0,1.23,1848.2,20.07,1.042,1.102,1.0933333333333335,-0.03133333333333329,1848.2,118.36666666666679,-0.27833333333333243,0.9756048790241951,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,CALDAS,PALESTINA,848.1,729.7,497.6,0.682,2553.0,19.76,0.87,,0.87,,2553.0,-47.0333333333333,0.11166666666666814,0.8603938214833157,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,CALDAS,PALESTINA,855.6,751.8,596.0,0.793,2388.5,20.47,0.682,0.87,0.776,,2388.5,-211.5333333333333,0.8216666666666654,0.8786816269284712,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,CALDAS,PALESTINA,809.6,786.6,605.8,0.77,2723.6,19.68,0.793,0.682,0.7816666666666667,-0.025666666666666654,2723.6,123.5666666666666,0.03166666666666629,0.9715909090909091,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,CALDAS,PALESTINA,723.9,677.6,612.4,0.904,2603.8,19.64,0.77,0.793,0.7483333333333334,0.029333333333333322,2603.8,3.766666666666879,-0.00833333333333286,0.9360408896256389,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,CALDAS,PALESTINA,759.3,719.8,568.5,0.79,2586.4,19.15,0.904,0.77,0.8223333333333334,0.037,2586.4,-13.633333333333212,-0.49833333333333485,0.9479784011589621,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,RISARALDA,PEREIRA,982.2,889.7,1070.0,1.203,2530.9,19.98,0.981,,0.981,,2530.9,89.1833333333334,-0.461666666666666,0.9058236611688048,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,RISARALDA,PEREIRA,949.0,819.8,1028.7,1.255,2368.3,21.33,1.203,0.981,1.092,,2368.3,-73.41666666666652,0.8883333333333319,0.8638566912539515,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,RISARALDA,PEREIRA,955.0,820.8,998.2,1.216,2592.6,19.33,1.255,1.203,1.1463333333333334,0.09133333333333331,2592.6,150.8833333333332,-1.1116666666666681,0.8594764397905759,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,RISARALDA,PEREIRA,960.5,898.2,1057.6,1.178,2692.6,20.29,1.216,1.255,1.2246666666666666,0.0043333333333333,2692.6,250.8833333333332,-0.15166666666666728,0.9351379489849038,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,RISARALDA,PEREIRA,918.1,859.5,943.3,1.097,2300.2,20.88,1.178,1.216,1.2163333333333333,-0.025666666666666654,2300.2,-141.51666666666688,0.4383333333333326,0.9361725302254656,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,CAUCA,PIENDAMO,1169.1,1038.1,718.2,0.692,1854.6,21.35,0.781,,0.781,,1854.6,92.7833333333333,1.3683333333333358,0.88794799418356,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,CAUCA,PIENDAMO,1114.5,1062.9,862.9,0.812,1795.5,19.14,0.692,0.781,0.7364999999999999,,1795.5,33.683333333333394,-0.841666666666665,0.9537012113055182,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,CAUCA,PIENDAMO,1190.5,1022.7,808.8,0.791,1633.5,19.95,0.812,0.692,0.7616666666666667,0.010333333333333342,1633.5,-128.3166666666666,-0.03166666666666629,0.8590508189836203,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,CAUCA,PIENDAMO,1094.6,952.5,847.2,0.889,1988.7,20.6,0.791,0.812,0.765,0.03300000000000003,1988.7,226.88333333333344,0.6183333333333358,0.8701808879956149,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,CAUCA,PIENDAMO,1184.7,1070.6,902.1,0.843,1661.8,19.38,0.889,0.791,0.8306666666666667,0.025666666666666654,1661.8,-100.01666666666665,-0.6016666666666666,0.9036886975605637,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,HUILA,PITALITO,565.7,488.4,398.5,0.816,1783.4,21.88,0.617,,0.617,,1783.4,146.75,0.4816666666666656,0.8633551352306875,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,HUILA,PITALITO,552.7,526.7,451.7,0.857,1650.1,20.66,0.816,0.617,0.7164999999999999,,1650.1,13.449999999999818,-0.7383333333333333,0.9529582051745974,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,HUILA,PITALITO,568.2,531.5,439.7,0.827,1397.0,21.52,0.857,0.816,0.7633333333333333,0.08,1397.0,-239.6500000000001,0.12166666666666615,0.9354100668778599,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,HUILA,PITALITO,573.3,508.4,465.5,0.916,1389.6,21.88,0.827,0.857,0.8333333333333334,0.00366666666666667,1389.6,-247.05000000000018,0.4816666666666656,0.8867957439386012,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,HUILA,PITALITO,554.0,530.9,450.6,0.849,1821.3,20.78,0.916,0.827,0.8666666666666667,0.019666666666666683,1821.3,184.64999999999986,-0.6183333333333323,0.9583032490974729,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,TOLIMA,PLANADAS,584.0,514.6,476.7,0.926,1376.2,22.23,0.91,,0.91,,1376.2,-326.25,0.1316666666666677,0.8811643835616438,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,TOLIMA,PLANADAS,630.8,553.4,509.8,0.921,1427.8,21.55,0.926,0.91,0.918,,1427.8,-274.6500000000001,-0.548333333333332,0.8772986683576411,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,TOLIMA,PLANADAS,539.3,487.2,368.7,0.757,1958.1,21.21,0.921,0.926,0.919,0.00366666666666667,1958.1,255.64999999999986,-0.8883333333333319,0.9033932875950307,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,TOLIMA,PLANADAS,609.3,565.1,529.6,0.937,1656.3,22.32,0.757,0.921,0.868,-0.056333333333333346,1656.3,-46.15000000000009,0.22166666666666757,0.9274577383883146,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,TOLIMA,PLANADAS,598.0,577.2,526.3,0.912,2251.2,22.32,0.937,0.757,0.8716666666666667,0.005333333333333338,2251.2,548.7499999999998,0.22166666666666757,0.9652173913043479,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,CAUCA,POPAYAN,1089.0,991.8,1101.0,1.11,1854.6,21.35,0.955,,0.955,,1854.6,92.7833333333333,1.3683333333333358,0.9107438016528925,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,CAUCA,POPAYAN,990.2,871.1,955.0,1.096,1795.5,19.14,1.11,0.955,1.0325,,1795.5,33.683333333333394,-0.841666666666665,0.87972126843062,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,CAUCA,POPAYAN,1128.2,1085.5,1115.8,1.028,1633.5,19.95,1.096,1.11,1.0536666666666668,0.04700000000000004,1633.5,-128.3166666666666,-0.03166666666666629,0.9621521006913667,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,CAUCA,POPAYAN,994.9,963.5,938.5,0.974,1988.7,20.6,1.028,1.096,1.078,-0.02733333333333336,1988.7,226.88333333333344,0.6183333333333358,0.968439039099407,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,CAUCA,POPAYAN,1054.2,966.3,1058.3,1.095,1661.8,19.38,0.974,1.028,1.0326666666666668,-0.040666666666666705,1661.8,-100.01666666666665,-0.6016666666666666,0.9166192373363687,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,QUINDÍO,QUINDÍO-M1,788.5,707.8,757.0,1.07,1619.2,19.15,1.008,,1.008,,1619.2,-93.66666666666674,-1.1133333333333333,0.8976537729866835,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,QUINDÍO,QUINDÍO-M1,785.1,669.0,743.6,1.112,1714.6,21.11,1.07,1.008,1.0390000000000001,,1714.6,1.7333333333331211,0.8466666666666676,0.8521207489491784,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,QUINDÍO,QUINDÍO-M1,752.3,651.6,659.4,1.012,1695.8,20.48,1.112,1.07,1.0633333333333335,0.0346666666666667,1695.8,-17.066666666666833,0.21666666666666856,0.8661438256014888,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,QUINDÍO,QUINDÍO-M1,793.8,716.3,694.5,0.97,1628.9,20.16,1.012,1.112,1.0646666666666667,-0.01933333333333335,1628.9,-83.9666666666667,-0.10333333333333172,0.9023683547493071,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,QUINDÍO,QUINDÍO-M1,757.8,644.7,631.8,0.98,1771.1,20.22,0.97,1.012,1.0313333333333332,-0.04733333333333337,1771.1,58.23333333333312,-0.043333333333333,0.8507521773555029,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,QUINDÍO,QUINDÍO-M2,868.4,770.7,808.7,1.049,1619.2,19.15,1.227,,1.227,,1619.2,-93.66666666666674,-1.1133333333333333,0.8874942422846616,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,QUINDÍO,QUINDÍO-M2,861.7,770.0,865.1,1.123,1714.6,21.11,1.049,1.227,1.138,,1714.6,1.7333333333331211,0.8466666666666676,0.8935824532900081,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,QUINDÍO,QUINDÍO-M2,884.0,848.5,946.7,1.116,1695.8,20.48,1.123,1.049,1.133,-0.0346666666666667,1695.8,-17.066666666666833,0.21666666666666856,0.959841628959276,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,QUINDÍO,QUINDÍO-M2,879.1,833.9,901.3,1.081,1628.9,20.16,1.116,1.123,1.0959999999999999,0.02233333333333339,1628.9,-83.9666666666667,-0.10333333333333172,0.948583778864748,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,QUINDÍO,QUINDÍO-M2,924.6,812.8,919.2,1.131,1771.1,20.22,1.081,1.116,1.1066666666666667,-0.014000000000000012,1771.1,58.23333333333312,-0.043333333333333,0.8790828466363833,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,TOLIMA,RIOBLANCO,596.6,537.4,553.5,1.03,1376.2,22.23,0.962,,0.962,,1376.2,-326.25,0.1316666666666677,0.9007710358699296,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,TOLIMA,RIOBLANCO,602.5,574.5,651.5,1.134,1427.8,21.55,1.03,0.962,0.996,,1427.8,-274.6500000000001,-0.548333333333332,0.9535269709543569,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,TOLIMA,RIOBLANCO,604.9,552.9,573.3,1.037,1958.1,21.21,1.134,1.03,1.042,0.05733333333333331,1958.1,255.64999999999986,-0.8883333333333319,0.9140353777483882,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,TOLIMA,RIOBLANCO,564.7,533.6,527.5,0.989,1656.3,22.32,1.037,1.134,1.067,0.0023333333333332984,1656.3,-46.15000000000009,0.22166666666666757,0.9449265096511421,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,TOLIMA,RIOBLANCO,606.0,555.1,540.0,0.973,2251.2,22.32,0.989,1.037,1.0533333333333332,-0.048333333333333305,2251.2,548.7499999999998,0.22166666666666757,0.916006600660066,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,SANTANDER,SAN GIL,1056.2,1034.1,1028.5,0.995,1404.5,22.35,0.777,,0.777,,1404.5,-20.583333333333258,-0.19666666666666544,0.9790759325885248,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,SANTANDER,SAN GIL,992.2,879.1,886.0,1.008,1238.5,22.12,0.995,0.777,0.886,,1238.5,-186.58333333333326,-0.42666666666666586,0.8860108849022374,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,SANTANDER,SAN GIL,1019.7,959.9,765.4,0.797,1597.3,23.02,1.008,0.995,0.9266666666666667,0.077,1597.3,172.2166666666667,0.4733333333333327,0.9413553005786015,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,SANTANDER,SAN GIL,991.7,963.9,910.9,0.945,1333.3,22.4,0.797,1.008,0.9333333333333332,-0.06599999999999999,1333.3,-91.7833333333333,-0.14666666666666828,0.9719673288292829,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,SANTANDER,SAN GIL,945.9,873.4,773.3,0.885,1185.4,22.7,0.945,0.797,0.9166666666666666,-0.02100000000000002,1185.4,-239.68333333333317,0.15333333333333243,0.9233534200232583,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,NARIÑO,SANDONA,1143.3,1014.6,1255.3,1.237,1623.9,18.83,1.561,,1.561,,1623.9,162.4666666666667,-0.03500000000000014,0.8874311204408293,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,NARIÑO,SANDONA,1224.4,1044.7,1309.0,1.253,1396.7,18.9,1.237,1.561,1.399,,1396.7,-64.73333333333335,0.03500000000000014,0.853234237177393,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,NARIÑO,SANDONA,1196.4,1158.3,1420.8,1.227,1522.0,18.95,1.253,1.237,1.3503333333333334,-0.10266666666666668,1522.0,60.566666666666606,0.08500000000000085,0.9681544633901704,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,NARIÑO,SANDONA,1227.1,1117.6,1256.6,1.124,1415.5,18.08,1.227,1.253,1.239,-0.003333333333333336,1415.5,-45.933333333333394,-0.7850000000000001,0.9107652188085731,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,NARIÑO,SANDONA,1156.3,1037.8,1136.5,1.095,1390.0,19.71,1.124,1.227,1.2013333333333334,-0.04299999999999993,1390.0,-71.4333333333334,0.8450000000000024,0.8975179451699385,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,RISARALDA,SANTA ROSA DE CABAL,852.5,802.0,762.0,0.95,2530.9,19.98,1.049,,1.049,,2530.9,89.1833333333334,-0.461666666666666,0.9407624633431085,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,RISARALDA,SANTA ROSA DE CABAL,909.8,843.4,822.3,0.975,2368.3,21.33,0.95,1.049,0.9994999999999999,,2368.3,-73.41666666666652,0.8883333333333319,0.9270169267970982,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,RISARALDA,SANTA ROSA DE CABAL,961.4,924.9,936.2,1.012,2592.6,19.33,0.975,0.95,0.9913333333333333,-0.024666666666666653,2592.6,150.8833333333332,-1.1116666666666681,0.9620345329727481,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,RISARALDA,SANTA ROSA DE CABAL,940.2,826.8,868.4,1.05,2692.6,20.29,1.012,0.975,0.979,0.020666666666666684,2692.6,250.8833333333332,-0.15166666666666728,0.8793873643905551,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,RISARALDA,SANTA ROSA DE CABAL,948.0,844.5,795.3,0.942,2300.2,20.88,1.05,1.012,1.0123333333333333,0.025000000000000022,2300.2,-141.51666666666688,0.4383333333333326,0.8908227848101266,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,VALLE DEL CAUCA,SEVILLA,1081.8,940.1,965.4,1.027,2134.9,20.84,1.07,,1.07,,2134.9,69.9666666666667,-0.086666666666666,0.8690146052874839,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,VALLE DEL CAUCA,SEVILLA,975.6,944.3,827.6,0.876,1998.6,20.91,1.027,1.07,1.0485,,1998.6,-66.33333333333348,-0.01666666666666572,0.9679171791717917,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,VALLE DEL CAUCA,SEVILLA,1099.2,944.6,994.4,1.053,2209.1,21.05,0.876,1.027,0.991,-0.06466666666666669,2209.1,144.16666666666652,0.12333333333333485,0.8593522561863173,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,VALLE DEL CAUCA,SEVILLA,1062.8,910.7,759.6,0.834,2110.4,20.03,1.053,0.876,0.9853333333333332,0.008666666666666675,2110.4,45.4666666666667,-0.8966666666666647,0.856887467068122,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,VALLE DEL CAUCA,SEVILLA,997.4,881.5,806.0,0.914,2022.6,22.46,0.834,1.053,0.9209999999999999,-0.014000000000000012,2022.6,-42.333333333333485,1.533333333333335,0.8837978744736315,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2020,SANTANDER,SOCORRO,399.3,363.9,266.2,0.731,1404.5,22.35,0.606,,0.606,,1404.5,-20.583333333333258,-0.19666666666666544,0.9113448534936137,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2021,SANTANDER,SOCORRO,360.5,335.3,241.3,0.72,1238.5,22.12,0.731,0.606,0.6685,,1238.5,-186.58333333333326,-0.42666666666666586,0.9300970873786408,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2022,SANTANDER,SOCORRO,426.0,416.1,256.7,0.617,1597.3,23.02,0.72,0.731,0.6856666666666666,0.038,1597.3,172.2166666666667,0.4733333333333327,0.9767605633802817,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2023,SANTANDER,SOCORRO,404.3,365.3,282.4,0.773,1333.3,22.4,0.617,0.72,0.6893333333333334,-0.038,1333.3,-91.7833333333333,-0.14666666666666828,0.9035369774919614,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
2024,SANTANDER,SOCORRO,401.5,387.5,260.4,0.672,1185.4,22.7,0.773,0.617,0.7033333333333333,0.01766666666666668,1185.4,-239.68333333333317,0.15333333333333243,0.9651307596513076,SINTETICO_DEMO_NO_USAR_EN_ENTREGA_FINAL
